train_number,station_code,arrival_time,departure_time,distance_covered
13151,HRNR,06:39:00,06:40:00,1934
13151,SMBX,06:59:00,07:00:00,1949
13151,VJPJ,07:17:00,07:18:00,1960
13151,JAT,08:30:00,00:00:00,1981
13152,JAT,00:00:00,18:55:00,0
13152,VJPJ,19:13:00,19:15:00,21
13152,SMBX,19:28:00,19:30:00,33
13152,HRNR,19:44:00,19:46:00,48
13152,CKDL,19:49:00,19:51:00,51
13152,KTHU,20:57:00,20:59:00,77
13152,SJNP,21:18:00,21:20:00,92
13152,PTKC,22:00:00,22:05:00,100
13152,MEX,22:47:00,22:49:00,139
13152,DZA,23:05:00,23:07:00,155
13152,TDO,23:20:00,23:22:00,170
13152,JRC,00:01:00,00:05:00,213
13152,PGW,00:28:00,00:30:00,229
13152,LDH,01:45:00,01:55:00,265
13152,KNN,02:50:00,02:52:00,307
13152,SIR,03:08:00,03:10:00,325
13152,RPJ,03:27:00,03:29:00,351
13152,UBC,03:55:00,03:57:00,371
13152,UMB,04:20:00,04:30:00,378
13152,JUDW,05:05:00,05:07:00,425
13152,JUD,05:18:00,05:20:00,429
13152,SRE,06:05:00,06:15:00,460
13152,RK,06:45:00,06:47:00,494
13152,LRJ,07:10:00,07:15:00,513
13152,RSI,07:23:00,07:25:00,520
13152,CNK,07:40:00,07:42:00,536
13152,MZM,07:51:00,07:53:00,543
13152,NBD,08:07:00,08:12:00,554
13152,NGG,08:29:00,08:31:00,576
13152,DPR,08:47:00,08:49:00,593
13152,SEO,09:03:00,09:05:00,606
13152,KNT,09:21:00,09:23:00,623
13152,MB,10:35:00,10:45:00,652
13152,RMU,11:13:00,11:15:00,680
13152,MIL,11:39:00,11:41:00,703
13152,CBJ,12:08:00,12:10:00,735
13152,BE,12:25:00,12:30:00,743
13152,PMR,12:47:00,12:49:00,763
13152,TLH,13:19:00,13:21:00,795
13152,SPN,13:47:00,13:52:00,813
13152,ROZA,14:01:00,14:03:00,821
13152,AJI,14:30:00,14:32:00,844
13152,HRI,14:58:00,15:00:00,876
13152,BLM,15:30:00,15:32:00,909
13152,SAN,15:50:00,15:52:00,929
13152,MLD,16:18:00,16:20:00,954
13152,LKO,17:05:00,17:20:00,978
13152,BBK,18:04:00,18:06:00,1006
13152,SGJ,18:33:00,18:35:00,1025
13152,DYD,18:57:00,18:59:00,1044
13152,RDL,19:26:00,19:28:00,1067
13152,SLW,20:04:00,20:06:00,1090
13152,FD,20:52:00,20:57:00,1105
13152,ACND,21:06:00,21:08:00,1108
13152,AY,21:16:00,21:18:00,1113
13152,GGJ,21:56:00,21:58:00,1144
13152,ABP,22:19:00,22:21:00,1167
13152,MLPR,22:36:00,22:38:00,1186
13152,SHG,23:05:00,23:07:00,1210
13152,JNU,23:45:00,23:47:00,1244
13152,BSB,01:20:00,01:30:00,1301
13152,KEI,01:51:00,01:53:00,1307
13152,MGS,02:40:00,03:00:00,1318
13152,CDMR,03:18:00,03:20:00,1333
13152,SYJ,03:27:00,03:29:00,1342
13152,BBU,03:50:00,03:52:00,1370
13152,KTQ,04:09:00,04:11:00,1393
13152,SSM,04:31:00,04:33:00,1418
13152,DOS,04:51:00,04:53:00,1436
13152,SEB,04:59:00,05:01:00,1442
13152,AUBR,05:11:00,05:13:00,1452
13152,JHN,05:29:00,05:31:00,1472
13152,RFJ,05:43:00,05:45:00,1483
13152,GRRU,05:57:00,05:59:00,1499
13152,GAYA,06:34:00,06:39:00,1521
13152,TKN,07:10:00,07:12:00,1541
13152,PRP,07:23:00,07:25:00,1553
13152,GAP,07:33:00,07:35:00,1565
13152,GJD,07:58:00,08:00:00,1587
13152,KQR,08:10:00,08:12:00,1597
13152,PSB,08:33:00,08:35:00,1623
13152,HZD,08:52:00,08:54:00,1645
13152,PNME,09:19:00,09:21:00,1673
13152,GMO,09:36:00,09:46:00,1690
13152,DHN,10:28:00,10:35:00,1720
13152,KMME,11:02:00,11:04:00,1759
13152,BRR,11:07:00,11:09:00,1761
13152,ULT,11:14:00,11:16:00,1764
13152,ASN,11:35:00,11:50:00,1779
13152,RNG,12:05:00,12:07:00,1797
13152,UDL,12:18:00,12:20:00,1804
13152,DGR,12:43:00,12:45:00,1821
13152,PAN,12:55:00,12:57:00,1836
13152,BWN,13:38:00,13:43:00,1884
13152,KQU,14:34:00,14:36:00,1945
13152,DAKE,15:04:00,15:06:00,1972
13152,KOAA,15:55:00,00:00:00,1981
13153,MLDT,06:00:00,06:50:00,347
13153,SDAH,00:00:00,22:15:00,0
13153,BNXR,22:23:00,22:24:00,4
13153,OMLF,07:00:00,07:01:00,353
13153,ADF,07:10:00,07:11:00,360
13153,NH,23:10:00,23:13:00,38
13153,BDC,23:40:00,23:45:00,47
13153,EKI,07:20:00,07:22:00,367
13153,BWN,00:54:00,00:59:00,114
13153,GZO,07:36:00,07:37:00,380
13153,BHP,01:48:00,01:53:00,166
13153,MANG,07:45:00,07:46:00,386
13153,AMP,02:10:00,02:11:00,185
13153,DOTL,07:53:00,07:54:00,391
13153,DLPH,08:03:00,08:04:00,399
13153,SNT,02:27:00,02:28:00,198
13153,BNDP,08:20:00,08:25:00,409
13153,RPH,03:02:00,03:07:00,226
13153,GRMP,08:39:00,08:40:00,421
13153,NHT,03:24:00,03:26:00,240
13153,MLNH,08:51:00,08:52:00,430
13153,MRR,03:39:00,03:40:00,256
13153,PKR,04:01:00,04:02:00,280
13153,RMPB,08:58:00,08:59:00,434
13153,MKRH,09:14:00,09:15:00,441
13153,NFK,05:01:00,05:06:00,313
13153,BLGT,09:40:00,00:00:00,454
13153,MLDT,06:00:00,00:00:00,347
13154,MLDT,00:00:00,21:35:00,0
13154,NFK,22:07:00,22:12:00,35
13154,PKR,22:54:00,22:55:00,68
13154,RJG,23:11:00,23:12:00,80
13154,MRR,23:24:00,23:25:00,91
13154,NHT,23:41:00,23:43:00,108
13154,RPH,00:17:00,00:22:00,122
13154,SNT,00:48:00,00:49:00,149
13154,AMP,01:00:00,01:01:00,163
13154,BHP,01:20:00,01:22:00,182
13154,BWN,02:30:00,02:50:00,234
13154,BDC,03:50:00,03:54:00,301
13154,NH,04:15:00,04:19:00,310
13154,BNXR,05:00:00,05:01:00,344
13154,SDAH,05:20:00,00:00:00,347
13155,KOAA,00:00:00,20:55:00,0
13155,NH,21:45:00,21:47:00,34
13155,BDC,22:11:00,22:12:00,43
13155,BWN,23:20:00,23:25:00,110
13155,DGR,00:15:00,00:17:00,174
13155,ASN,00:52:00,01:12:00,216
13155,CRJ,01:36:00,01:37:00,241
13155,MDP,02:17:00,02:22:00,297
13155,JSME,02:47:00,02:52:00,326
13155,JAJ,04:10:00,04:20:00,370
13155,LKR,05:13:00,05:14:00,425
13155,BJU,06:34:00,06:54:00,463
13155,DSS,07:26:00,07:27:00,491
13155,SPJ,07:55:00,08:00:00,514
13155,LSI,08:40:00,08:46:00,547
13155,DBG,09:00:00,09:10:00,552
13155,KML,09:32:00,09:33:00,575
13155,JNR,09:57:00,09:58:00,594
13155,SMI,11:00:00,00:00:00,619
13156,SMI,00:00:00,11:55:00,0
13156,JNR,12:23:00,12:25:00,26
13156,KML,12:48:00,12:50:00,45
13156,DBG,13:25:00,14:45:00,68
13156,LSI,14:53:00,14:55:00,73
13156,SPJ,15:40:00,15:45:00,106
13156,DSS,16:07:00,16:08:00,129
13156,BJU,16:45:00,17:05:00,157
13156,LKR,18:23:00,18:24:00,195
13156,JAJ,19:25:00,19:35:00,250
13156,JSME,20:07:00,20:12:00,294
13156,MDP,20:37:00,20:42:00,323
13156,CRJ,21:20:00,21:22:00,379
13156,ASN,22:30:00,22:50:00,404
13156,DGR,23:25:00,23:27:00,446
13156,BWN,01:00:00,01:05:00,510
13156,BDC,02:00:00,02:01:00,577
13156,NH,02:38:00,02:40:00,586
13156,KOAA,03:45:00,00:00:00,619
13157,KOAA,00:00:00,20:55:00,0
13157,NH,21:45:00,21:47:00,34
13157,BDC,22:11:00,22:12:00,43
13157,BWN,23:20:00,23:25:00,110
13157,DGR,00:15:00,00:17:00,174
13157,ASN,00:52:00,01:12:00,216
13157,CRJ,01:36:00,01:37:00,241
13157,MDP,02:17:00,02:22:00,297
13157,JSME,02:47:00,02:52:00,326
13157,JAJ,04:10:00,04:20:00,370
13157,LKR,05:13:00,05:14:00,425
13157,BJU,06:34:00,06:54:00,463
13157,DSS,07:26:00,07:27:00,491
13157,SPJ,07:55:00,08:00:00,514
13157,MFP,09:15:00,00:00:00,566
13158,MFP,00:00:00,14:40:00,0
13158,SPJ,15:28:00,15:34:00,52
13158,DSS,16:07:00,16:08:00,76
13158,BJU,16:45:00,17:05:00,103
13158,LKR,18:23:00,18:24:00,141
13158,JAJ,19:25:00,19:35:00,196
13158,JSME,20:07:00,20:12:00,240
13158,MDP,20:37:00,20:42:00,269
13158,CRJ,21:21:00,21:22:00,326
13158,ASN,22:30:00,22:50:00,351
13158,DGR,23:25:00,23:27:00,393
13158,BWN,01:00:00,01:05:00,456
13158,BDC,02:00:00,02:01:00,524
13158,NH,02:38:00,02:40:00,532
13158,KOAA,03:45:00,00:00:00,566
13159,KOAA,00:00:00,20:55:00,0
13159,NH,21:45:00,21:47:00,34
13159,BDC,22:11:00,22:12:00,43
13159,BWN,23:20:00,23:25:00,110
13159,BHP,00:45:00,00:47:00,162
13159,RPH,02:05:00,02:10:00,222
13159,PKR,02:53:00,02:54:00,276
13159,NFK,04:01:00,04:03:00,309
13159,MLDT,05:10:00,05:20:00,343
13159,SM,05:48:00,05:50:00,378
13159,HCR,06:05:00,06:07:00,399
13159,KIR,08:10:00,08:50:00,434
13159,PRNA,09:38:00,09:40:00,462
13159,ARQ,10:09:00,10:11:00,500
13159,FBG,10:40:00,10:42:00,529
13159,JBN,11:15:00,00:00:00,542
13160,JBN,00:00:00,14:35:00,0
13160,FBG,14:50:00,14:51:00,14
13160,ARQ,15:17:00,15:18:00,42
13160,PRNA,16:06:00,16:08:00,81
13160,KIR,16:50:00,17:25:00,109
13160,HCR,18:12:00,18:14:00,144
13160,SM,18:31:00,18:32:00,165
13160,MLDT,19:55:00,20:10:00,199
13160,NFK,20:42:00,20:44:00,234
13160,PKR,21:32:00,21:33:00,267
13160,RPH,22:45:00,22:50:00,321
13160,BHP,23:44:00,23:46:00,381
13160,BWN,00:44:00,00:49:00,432
13160,BDC,02:05:00,02:06:00,500
13160,NH,02:21:00,02:23:00,509
13160,KOAA,03:20:00,00:00:00,542
13161,KOAA,00:00:00,12:55:00,0
13161,BWN,14:28:00,14:31:00,98
13161,BHP,15:20:00,15:23:00,149
13161,RPH,16:40:00,16:45:00,209
13161,PKR,17:28:00,17:29:00,263
13161,NFK,18:44:00,18:46:00,296
13161,MLDT,19:30:00,19:50:00,331
13161,EKI,20:12:00,20:14:00,350
13161,GZO,20:29:00,20:30:00,363
13161,BNDP,20:57:00,21:02:00,392
13161,GRMP,21:17:00,21:18:00,404
13161,BLGT,22:15:00,00:00:00,437
13162,BLGT,00:00:00,05:35:00,0
13162,GRMP,06:06:00,06:08:00,25
13162,BNDP,06:22:00,06:27:00,45
13162,GZO,06:54:00,06:56:00,65
13162,EKI,07:12:00,07:14:00,87
13162,MLDT,08:00:00,08:10:00,107
13162,NFK,08:42:00,08:44:00,141
13162,PKR,09:25:00,09:26:00,174
13162,RPH,10:25:00,10:30:00,228
13162,BHP,11:17:00,11:20:00,288
13162,BWN,12:32:00,12:35:00,340
13162,KOAA,14:25:00,00:00:00,437
13163,SDAH,00:00:00,20:10:00,0
13163,NH,20:59:00,21:02:00,38
13163,BDC,21:23:00,21:28:00,47
13163,ABKA,22:01:00,22:02:00,89
13163,NDAE,22:28:00,22:33:00,112
13163,KWAE,23:29:00,23:34:00,152
13163,SALE,23:50:00,23:51:00,169
13163,BZLE,00:10:00,00:11:00,182
13163,KGLE,00:36:00,00:37:00,210
13163,AZ,01:20:00,01:30:00,224
13163,JRLE,01:57:00,01:58:00,259
13163,NILE,03:03:00,03:04:00,279
13163,NFK,03:32:00,03:37:00,304
13163,MLDT,04:30:00,04:45:00,338
13163,EKI,05:04:00,05:06:00,358
13163,SM,05:19:00,05:21:00,373
13163,BKRD,05:31:00,05:33:00,384
13163,HCR,05:42:00,05:44:00,394
13163,KDPR,05:56:00,05:58:00,400
13163,LAV,06:06:00,06:08:00,406
13163,KIR,07:20:00,07:50:00,429
13163,SMO,08:04:00,08:05:00,441
13163,CRR,08:15:00,08:16:00,452
13163,KUE,08:29:00,08:30:00,468
13163,NNA,08:53:00,08:54:00,486
13163,THB,09:09:00,09:10:00,502
13163,NNR,09:19:00,09:20:00,510
13163,MSK,09:41:00,09:42:00,534
13163,MNE,10:35:00,11:00:00,544
13163,KFA,11:20:00,11:22:00,566
13163,SBV,11:36:00,11:38:00,572
13163,SHC,12:15:00,00:00:00,589
13164,SHC,00:00:00,14:20:00,0
13164,SBV,14:35:00,14:36:00,17
13164,KFA,14:45:00,14:46:00,24
13164,MNE,15:57:00,15:58:00,45
13164,MSK,16:07:00,16:08:00,56
13164,NNR,16:36:00,16:37:00,80
13164,THB,16:47:00,16:48:00,87
13164,NNA,17:02:00,17:03:00,103
13164,KUE,17:22:00,17:23:00,121
13164,CRR,17:48:00,17:49:00,138
13164,SMO,18:09:00,18:10:00,149
13164,KIR,19:30:00,19:50:00,160
13164,LAV,20:16:00,20:18:00,183
13164,KDPR,20:30:00,20:32:00,190
13164,HCR,20:43:00,20:45:00,196
13164,BKRD,20:55:00,20:57:00,206
13164,SM,21:07:00,21:09:00,216
13164,EKI,21:28:00,21:30:00,232
13164,MLDT,22:45:00,23:00:00,251
13164,NFK,23:32:00,23:34:00,285
13164,NILE,23:59:00,00:01:00,310
13164,JRLE,00:28:00,00:29:00,330
13164,AZ,01:25:00,01:32:00,365
13164,KGLE,01:54:00,01:55:00,380
13164,BZLE,02:18:00,02:19:00,407
13164,SALE,02:36:00,02:37:00,421
13164,KWAE,03:07:00,03:12:00,438
13164,NDAE,03:44:00,03:49:00,477
13164,ABKA,04:10:00,04:11:00,500
13164,BDC,05:40:00,05:45:00,542
13164,NH,06:07:00,06:12:00,551
13164,SDAH,07:15:00,00:00:00,589
13165,KOAA,00:00:00,22:45:00,0
13165,BWN,00:08:00,00:10:00,98
13165,DGR,01:00:00,01:02:00,161
13165,ASN,01:31:00,01:36:00,203
13165,MDP,02:56:00,02:58:00,284
13165,JSME,03:54:00,03:56:00,313
13165,JAJ,05:55:00,06:00:00,357
13165,KIUL,06:46:00,06:48:00,411
13165,BJU,08:10:00,08:30:00,450
13165,DSS,09:04:00,09:05:00,478
13165,SPJ,09:55:00,10:03:00,501
13165,DBG,11:00:00,11:05:00,539
13165,KML,11:26:00,11:28:00,562
13165,JNR,12:23:00,12:25:00,581
13165,SMI,13:30:00,00:00:00,607
13166,SMI,00:00:00,21:55:00,0
13166,JNR,22:18:00,22:20:00,26
13166,KML,22:38:00,22:40:00,45
13166,DBG,23:45:00,00:15:00,68
13166,SPJ,01:37:00,01:45:00,106
13166,DSS,02:05:00,02:07:00,129
13166,BJU,02:50:00,03:10:00,157
13166,KIUL,04:38:00,04:40:00,196
13166,JAJ,05:40:00,05:45:00,250
13166,JSME,06:20:00,06:22:00,294
13166,MDP,06:47:00,06:49:00,323
13166,ASN,08:05:00,08:20:00,404
13166,DGR,08:59:00,09:01:00,446
13166,BWN,09:51:00,09:53:00,510
13166,KOAA,12:25:00,00:00:00,607
13167,KOAA,00:00:00,12:20:00,0
13167,DDJ,13:00:00,13:01:00,3
13167,ASN,14:57:00,14:59:00,203
13167,DHN,16:07:00,16:12:00,262
13167,GAYA,19:00:00,19:05:00,460
13167,DOS,20:28:00,20:30:00,546
13167,MGS,22:52:00,23:12:00,663
13167,BSB,23:48:00,23:58:00,680
13167,PBH,01:45:00,01:50:00,808
13167,AME,02:33:00,02:35:00,843
13167,GNG,02:47:00,02:49:00,857
13167,RBL,03:30:00,03:32:00,903
13167,LKO,05:40:00,05:50:00,981
13167,CNB,07:50:00,07:55:00,1055
13167,CPA,08:05:00,08:07:00,1057
13167,KJN,09:12:00,09:13:00,1135
13167,FGR,10:21:00,10:22:00,1189
13167,FBD,10:55:00,11:00:00,1194
13167,KSJ,12:50:00,13:00:00,1302
13167,HRS,13:50:00,13:51:00,1357
13167,HTC,13:59:00,14:00:00,1365
13167,MTJ,15:05:00,15:15:00,1407
13167,AGC,16:50:00,00:00:00,1461
13168,AGC,00:00:00,04:40:00,0
13168,MTJ,05:35:00,05:45:00,54
13168,HTC,06:46:00,06:48:00,96
13168,KSJ,07:40:00,07:45:00,159
13168,FBD,09:30:00,09:40:00,267
13168,FGR,09:54:00,09:56:00,272
13168,KJN,10:46:00,10:48:00,326
13168,CPA,12:15:00,12:23:00,404
13168,CNB,12:33:00,12:40:00,406
13168,LKO,14:15:00,14:30:00,480
13168,RBL,15:48:00,15:53:00,558
13168,GNG,16:28:00,16:30:00,605
13168,AME,16:44:00,16:46:00,618
13168,PBH,17:25:00,17:30:00,653
13168,BSB,20:00:00,20:10:00,781
13168,MGS,21:00:00,21:20:00,798
13168,DOS,22:51:00,22:53:00,916
13168,GAYA,00:25:00,00:30:00,1001
13168,DHN,03:50:00,03:55:00,1200
13168,ASN,05:05:00,05:10:00,1258
13168,DDJ,06:00:00,06:01:00,1458
13168,KOAA,08:45:00,00:00:00,1461
13185,SDAH,00:00:00,17:45:00,0
13185,BNXR,17:53:00,17:54:00,4
13185,NH,18:43:00,18:48:00,38
13185,BDC,19:11:00,19:15:00,47
13185,BWN,20:36:00,20:40:00,114
13185,DGR,21:27:00,21:32:00,178
13185,RNG,21:50:00,21:51:00,202
13185,ASN,22:09:00,22:14:00,220
13185,CRJ,22:38:00,22:39:00,245
13185,MDP,23:18:00,23:21:00,301
13185,JSME,23:45:00,23:50:00,330
13185,JAJ,01:00:00,01:05:00,374
13185,BJU,03:35:00,04:00:00,467
13185,DSS,04:30:00,04:31:00,495
13185,SPJ,05:00:00,05:05:00,518
13185,HYT,05:35:00,05:37:00,540
13185,LSI,05:57:00,06:02:00,551
13185,DBG,06:10:00,06:20:00,556
13185,SKI,07:10:00,07:15:00,575
13185,MBI,07:57:00,07:58:00,592
13185,RJA,08:07:00,08:09:00,602
13185,JYG,08:55:00,00:00:00,624
13186,JYG,00:00:00,16:05:00,0
13186,RJA,16:28:00,16:30:00,22
13186,MBI,16:49:00,16:50:00,32
13186,SKI,17:10:00,17:15:00,49
13186,DBG,18:00:00,18:10:00,68
13186,LSI,18:18:00,18:23:00,73
13186,HYT,18:36:00,18:38:00,84
13186,SPJ,19:40:00,19:45:00,106
13186,DSS,20:05:00,20:07:00,129
13186,BJU,20:50:00,21:10:00,157
13186,JAJ,23:10:00,23:15:00,250
13186,JSME,23:47:00,23:52:00,294
13186,MDP,00:17:00,00:20:00,323
13186,CRJ,00:58:00,01:00:00,379
13186,ASN,01:38:00,01:43:00,404
13186,RNG,02:02:00,02:03:00,423
13186,DGR,02:13:00,02:15:00,446
13186,BWN,03:54:00,03:56:00,510
13186,BDC,05:06:00,05:10:00,577
13186,NH,05:37:00,05:40:00,586
13186,BNXR,06:37:00,06:38:00,620
13186,SDAH,06:55:00,00:00:00,624
13187,SDAH,00:00:00,07:25:00,0
13187,NH,08:17:00,08:19:00,38
13187,BDC,08:40:00,08:42:00,47
13187,BWN,09:38:00,09:40:00,114
13187,GKH,10:12:00,10:13:00,147
13187,BHP,10:33:00,10:35:00,166
13187,PNE,10:43:00,10:44:00,170
13187,SNT,11:16:00,11:17:00,198
13187,TPF,12:03:00,12:04:00,220
13187,RPH,12:15:00,00:00:00,226
13188,RPH,00:00:00,14:05:00,0
13188,TPF,14:13:00,14:14:00,7
13188,SNT,14:35:00,14:36:00,28
13188,PNE,14:57:00,14:58:00,57
13188,BHP,15:05:00,15:07:00,61
13188,GKH,15:24:00,15:25:00,80
13188,BWN,16:17:00,16:19:00,112
13188,BDC,17:26:00,17:28:00,180
13188,NH,17:50:00,17:52:00,189
13188,SDAH,18:45:00,00:00:00,226
13201,RJPB,00:00:00,23:30:00,0
13201,PNBE,23:45:00,23:55:00,3
13201,DNR,00:10:00,00:12:00,13
13201,SDE,00:21:00,00:22:00,25
13201,BTA,00:29:00,00:31:00,30
13201,ARA,00:53:00,00:58:00,52
13201,BEA,01:11:00,01:13:00,73
13201,BXR,01:46:00,01:51:00,121
13201,CSA,01:59:00,02:01:00,131
13201,GMR,02:13:00,02:15:00,141
13201,DLN,02:32:00,02:34:00,157
13201,ZNA,02:45:00,02:47:00,170
13201,MGS,04:12:00,04:22:00,215
13201,ARW,04:44:00,04:45:00,228
13201,KYT,04:56:00,04:58:00,237
13201,CAR,05:10:00,05:12:00,246
13201,MZP,05:44:00,05:45:00,277
13201,BDL,05:54:00,05:56:00,285
13201,MNF,06:18:00,06:20:00,312
13201,MJA,06:41:00,06:43:00,329
13201,COI,08:15:00,08:40:00,358
13201,SRJ,09:09:00,09:11:00,395
13201,DBR,09:43:00,09:45:00,428
13201,MKP,10:45:00,10:50:00,450
13201,MJG,11:19:00,11:20:00,487
13201,JTW,11:38:00,11:40:00,508
13201,STA,12:10:00,12:20:00,528
13201,MYR,12:43:00,12:45:00,563
13201,JKE,13:18:00,13:20:00,609
13201,KTE,13:45:00,13:50:00,626
13201,SHR,14:28:00,14:30:00,678
13201,JBP,15:10:00,15:20:00,717
13201,MML,15:26:00,15:28:00,720
13201,SRID,16:01:00,16:03:00,770
13201,NU,16:34:00,16:36:00,801
13201,KY,16:51:00,16:53:00,816
13201,GAR,17:13:00,17:15:00,845
13201,SCKR,17:26:00,17:28:00,859
13201,BKH,17:41:00,17:43:00,876
13201,PPI,17:58:00,18:00:00,894
13201,SGP,18:15:00,18:17:00,912
13201,BGTA,18:35:00,18:36:00,935
13201,ET,20:35:00,20:45:00,962
13201,BPF,21:09:00,21:11:00,995
13201,TBN,21:33:00,21:35:00,1023
13201,HD,21:49:00,21:51:00,1037
13201,KKN,22:16:00,22:18:00,1069
13201,CAER,22:41:00,22:43:00,1100
13201,TLV,23:43:00,23:45:00,1130
13201,KNW,00:30:00,00:35:00,1145
13201,NPNR,01:04:00,01:05:00,1188
13201,BAU,01:24:00,01:25:00,1214
13201,RV,01:44:00,01:45:00,1234
13201,BSL,02:25:00,02:35:00,1269
13201,JL,02:59:00,03:00:00,1293
13201,CSN,03:54:00,03:55:00,1385
13201,NGN,04:24:00,04:25:00,1428
13201,MMR,04:52:00,04:55:00,1453
13201,LS,05:14:00,05:15:00,1477
13201,NR,05:29:00,05:30:00,1494
13201,NK,06:29:00,06:30:00,1526
13201,DVL,06:39:00,06:40:00,1531
13201,IGP,08:34:00,08:35:00,1576
13201,KSRA,09:08:00,09:10:00,1592
13201,KYN,10:20:00,10:23:00,1660
13201,TNA,10:48:00,10:50:00,1680
13201,LTT,11:30:00,00:00:00,1697
13202,LTT,00:00:00,22:15:00,0
13202,TNA,22:39:00,22:41:00,18
13202,KYN,23:02:00,23:05:00,38
13202,IGP,00:48:00,00:50:00,121
13202,DVL,01:33:00,01:35:00,166
13202,NK,01:48:00,01:50:00,172
13202,NR,02:18:00,02:20:00,203
13202,LS,02:33:00,02:35:00,220
13202,MMR,02:55:00,03:00:00,245
13202,NGN,03:18:00,03:20:00,270
13202,CSN,03:48:00,03:50:00,312
13202,JL,04:48:00,04:50:00,405
13202,BSL,05:15:00,05:25:00,429
13202,RV,05:53:00,05:55:00,463
13202,BAU,06:10:00,06:12:00,483
13202,NPNR,06:33:00,06:35:00,510
13202,KNW,08:00:00,08:05:00,552
13202,TLV,08:28:00,08:30:00,568
13202,CAER,08:48:00,08:50:00,598
13202,KKN,09:13:00,09:15:00,628
13202,HD,09:36:00,09:38:00,660
13202,TBN,09:50:00,09:52:00,674
13202,BPF,10:24:00,10:26:00,702
13202,ET,11:30:00,11:40:00,736
13202,BGTA,12:02:00,12:04:00,762
13202,SGP,12:43:00,12:45:00,785
13202,PPI,13:02:00,13:04:00,803
13202,BKH,13:18:00,13:20:00,822
13202,SCKR,13:33:00,13:35:00,839
13202,GAR,13:44:00,13:46:00,853
13202,KY,14:06:00,14:08:00,881
13202,NU,14:28:00,14:30:00,897
13202,SRID,14:54:00,14:56:00,928
13202,MML,15:34:00,15:36:00,977
13202,JBP,15:55:00,16:05:00,981
13202,SHR,16:33:00,16:35:00,1019
13202,KTE,17:25:00,17:30:00,1072
13202,JKE,17:38:00,17:40:00,1089
13202,MYR,18:08:00,18:10:00,1135
13202,STA,19:00:00,19:10:00,1170
13202,JTW,19:23:00,19:25:00,1190
13202,MJG,19:42:00,19:44:00,1210
13202,MKP,21:05:00,21:10:00,1247
13202,DBR,21:28:00,21:30:00,1270
13202,SRJ,21:57:00,21:59:00,1303
13202,COI,23:00:00,23:25:00,1339
13202,MNF,01:11:00,01:13:00,1385
13202,BDL,01:48:00,01:50:00,1413
13202,MZP,02:08:00,02:10:00,1420
13202,CAR,02:38:00,02:40:00,1451
13202,ARW,03:16:00,03:18:00,1470
13202,MGS,03:55:00,04:10:00,1483
13202,ZNA,04:51:00,04:53:00,1527
13202,DLN,05:05:00,05:07:00,1541
13202,GMR,05:18:00,05:20:00,1557
13202,CSA,05:27:00,05:29:00,1566
13202,BXR,05:40:00,05:42:00,1577
13202,BEA,07:07:00,07:09:00,1624
13202,ARA,07:53:00,07:55:00,1646
13202,BTA,08:34:00,08:36:00,1668
13202,SDE,08:42:00,08:44:00,1672
13202,DNR,09:03:00,09:05:00,1685
13202,PNBE,09:30:00,09:40:00,1695
13202,RJPB,09:55:00,00:00:00,1697
13225,JYG,00:00:00,11:05:00,0
13225,KJI,11:17:00,11:18:00,13
13225,RJA,11:29:00,11:30:00,22
13225,MBI,11:47:00,11:48:00,32
13225,PDW,11:57:00,11:58:00,41
13225,SKI,12:10:00,12:25:00,49
13225,DBG,13:15:00,13:25:00,68
13225,LSI,13:33:00,13:38:00,73
13225,HYT,13:53:00,13:54:00,84
13225,RBZ,14:04:00,14:05:00,89
13225,SPJ,14:50:00,14:55:00,106
13225,DSS,15:16:00,15:17:00,129
13225,BCA,15:28:00,15:29:00,140
13225,BJU,16:05:00,16:50:00,157
13225,MKA,17:31:00,17:33:00,178
13225,BARH,17:55:00,17:56:00,204
13225,BKP,18:11:00,18:13:00,222
13225,FUT,18:34:00,18:35:00,245
13225,PNC,18:49:00,18:50:00,257
13225,RJPB,19:15:00,19:17:00,265
13225,PNBE,19:35:00,19:45:00,267
13225,DNR,20:28:00,00:00:00,277
13226,DNR,00:00:00,06:40:00,0
13226,PNBE,07:05:00,07:15:00,10
13226,RJPB,07:22:00,07:24:00,13
13226,PNC,07:33:00,07:35:00,20
13226,FUT,07:45:00,07:47:00,32
13226,BKP,08:13:00,08:15:00,56
13226,BARH,08:30:00,08:32:00,74
13226,MKA,09:05:00,09:07:00,99
13226,BJU,10:15:00,10:35:00,120
13226,BCA,10:56:00,10:57:00,137
13226,DSS,11:10:00,11:11:00,148
13226,SPJ,11:40:00,11:48:00,171
13226,RBZ,12:03:00,12:05:00,188
13226,HYT,12:13:00,12:15:00,193
13226,LSI,12:27:00,12:34:00,204
13226,DBG,12:45:00,12:55:00,209
13226,SKI,13:40:00,13:46:00,228
13226,PDW,13:56:00,13:58:00,236
13226,MBI,14:14:00,14:15:00,245
13226,RJA,14:24:00,14:26:00,255
13226,KJI,14:36:00,14:38:00,264
13226,JYG,15:00:00,00:00:00,277
13233,RGD,00:00:00,14:40:00,0
13233,NLD,14:51:00,14:53:00,12
13233,POE,14:59:00,15:00:00,18
13233,BEHS,15:11:00,15:13:00,24
13233,WENA,15:24:00,15:26:00,38
13233,HRT,15:38:00,15:40:00,43
13233,BKP,16:16:00,16:18:00,53
13233,KWO,16:26:00,16:28:00,63
13233,KOO,16:35:00,16:37:00,68
